town,name,type,phone,sample_url,message,wa_link,send_status
Khayelitsha,Shebeen,bar,,https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-shebeen.html,"Hi Shebeen 👋 Thabang from SiteCraft SA here. I noticed a lot of Khayelitsha bar businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-shebeen.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",,no_phone
Khayelitsha,Tavern,bar,,https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-tavern.html,"Hi Tavern 👋 Thabang from SiteCraft SA here. I noticed a lot of Khayelitsha bar businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-tavern.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",,no_phone
Khayelitsha,RS Beauty Salon,beauty,,https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-rs-beauty-salon.html,"Hi RS Beauty Salon 👋 Thabang from SiteCraft SA here. I noticed a lot of Khayelitsha beauty businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-rs-beauty-salon.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",,no_phone
Khayelitsha,Thembisa Car Wash,car_wash,,https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-thembisa-car-wash.html,"Hi Thembisa Car Wash 👋 Thabang from SiteCraft SA here. I noticed a lot of Khayelitsha car_wash businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-thembisa-car-wash.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",,no_phone
Khayelitsha,Kuyasa Clinic,clinic,,https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-kuyasa-clinic.html,"Hi Kuyasa Clinic 👋 Thabang from SiteCraft SA here. I noticed a lot of Khayelitsha clinic businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-kuyasa-clinic.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",,no_phone
Khayelitsha,Kuyasa Male Clinic,clinic,+27 21 444 6939,https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-kuyasa-male-clinic.html,"Hi Kuyasa Male Clinic 👋 Thabang from SiteCraft SA here. I noticed a lot of Khayelitsha clinic businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-kuyasa-male-clinic.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",https://wa.me/27214446939?text=Hi%20Kuyasa%20Male%20Clinic%20%F0%9F%91%8B%20Thabang%20from%20SiteCraft%20SA%20here.%20I%20noticed%20a%20lot%20of%20Khayelitsha%20clinic%20businesses%20aren%27t%20easy%20to%20find%20on%20Google%20%E2%80%94%20so%20I%20built%20you%20a%20FREE%20sample%20site%20to%20show%20what%27s%20possible%3A%20https%3A//thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-kuyasa-male-clinic.html%0ANo%20catch%2C%20just%20proof.%20If%20you%20like%20it%2C%20the%20real%20version%20is%20R1%2C500%20setup%20%2B%20R450/month%20and%20comes%20WhatsApp-ready.%20Want%20it%20to%20be%20yours%3F%20Reply%20SITECRAFT.,pending
Khayelitsha,Lizo Nobanda TB Centre,clinic,,https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-lizo-nobanda-tb-centre.html,"Hi Lizo Nobanda TB Centre 👋 Thabang from SiteCraft SA here. I noticed a lot of Khayelitsha clinic businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-lizo-nobanda-tb-centre.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",,no_phone
Khayelitsha,Matthew Goniwe Clinic,clinic,+27 21 444 2918,https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-matthew-goniwe-clinic.html,"Hi Matthew Goniwe Clinic 👋 Thabang from SiteCraft SA here. I noticed a lot of Khayelitsha clinic businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-matthew-goniwe-clinic.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",https://wa.me/27214442918?text=Hi%20Matthew%20Goniwe%20Clinic%20%F0%9F%91%8B%20Thabang%20from%20SiteCraft%20SA%20here.%20I%20noticed%20a%20lot%20of%20Khayelitsha%20clinic%20businesses%20aren%27t%20easy%20to%20find%20on%20Google%20%E2%80%94%20so%20I%20built%20you%20a%20FREE%20sample%20site%20to%20show%20what%27s%20possible%3A%20https%3A//thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-matthew-goniwe-clinic.html%0ANo%20catch%2C%20just%20proof.%20If%20you%20like%20it%2C%20the%20real%20version%20is%20R1%2C500%20setup%20%2B%20R450/month%20and%20comes%20WhatsApp-ready.%20Want%20it%20to%20be%20yours%3F%20Reply%20SITECRAFT.,pending
Khayelitsha,Mayenzeke Clinic,clinic,+27 214443479,https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-mayenzeke-clinic.html,"Hi Mayenzeke Clinic 👋 Thabang from SiteCraft SA here. I noticed a lot of Khayelitsha clinic businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-mayenzeke-clinic.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",https://wa.me/27214443479?text=Hi%20Mayenzeke%20Clinic%20%F0%9F%91%8B%20Thabang%20from%20SiteCraft%20SA%20here.%20I%20noticed%20a%20lot%20of%20Khayelitsha%20clinic%20businesses%20aren%27t%20easy%20to%20find%20on%20Google%20%E2%80%94%20so%20I%20built%20you%20a%20FREE%20sample%20site%20to%20show%20what%27s%20possible%3A%20https%3A//thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-mayenzeke-clinic.html%0ANo%20catch%2C%20just%20proof.%20If%20you%20like%20it%2C%20the%20real%20version%20is%20R1%2C500%20setup%20%2B%20R450/month%20and%20comes%20WhatsApp-ready.%20Want%20it%20to%20be%20yours%3F%20Reply%20SITECRAFT.,pending
Khayelitsha,Site B Community Health Clinic,clinic,+27 21 360 5200;+27 21 360 5208,https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-site-b-community-health-clin.html,"Hi Site B Community Health Clinic 👋 Thabang from SiteCraft SA here. I noticed a lot of Khayelitsha clinic businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-site-b-community-health-clin.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",https://wa.me/2721360520027213605208?text=Hi%20Site%20B%20Community%20Health%20Clinic%20%F0%9F%91%8B%20Thabang%20from%20SiteCraft%20SA%20here.%20I%20noticed%20a%20lot%20of%20Khayelitsha%20clinic%20businesses%20aren%27t%20easy%20to%20find%20on%20Google%20%E2%80%94%20so%20I%20built%20you%20a%20FREE%20sample%20site%20to%20show%20what%27s%20possible%3A%20https%3A//thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-site-b-community-health-clin.html%0ANo%20catch%2C%20just%20proof.%20If%20you%20like%20it%2C%20the%20real%20version%20is%20R1%2C500%20setup%20%2B%20R450/month%20and%20comes%20WhatsApp-ready.%20Want%20it%20to%20be%20yours%3F%20Reply%20SITECRAFT.,pending
Khayelitsha,Site B Male Clinic,clinic,+27 21 824 2773,https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-site-b-male-clinic.html,"Hi Site B Male Clinic 👋 Thabang from SiteCraft SA here. I noticed a lot of Khayelitsha clinic businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-site-b-male-clinic.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",https://wa.me/27218242773?text=Hi%20Site%20B%20Male%20Clinic%20%F0%9F%91%8B%20Thabang%20from%20SiteCraft%20SA%20here.%20I%20noticed%20a%20lot%20of%20Khayelitsha%20clinic%20businesses%20aren%27t%20easy%20to%20find%20on%20Google%20%E2%80%94%20so%20I%20built%20you%20a%20FREE%20sample%20site%20to%20show%20what%27s%20possible%3A%20https%3A//thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-site-b-male-clinic.html%0ANo%20catch%2C%20just%20proof.%20If%20you%20like%20it%2C%20the%20real%20version%20is%20R1%2C500%20setup%20%2B%20R450/month%20and%20comes%20WhatsApp-ready.%20Want%20it%20to%20be%20yours%3F%20Reply%20SITECRAFT.,pending
Khayelitsha,Site B Youth Clinic,clinic,+27 21 444 2809,https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-site-b-youth-clinic.html,"Hi Site B Youth Clinic 👋 Thabang from SiteCraft SA here. I noticed a lot of Khayelitsha clinic businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-site-b-youth-clinic.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",https://wa.me/27214442809?text=Hi%20Site%20B%20Youth%20Clinic%20%F0%9F%91%8B%20Thabang%20from%20SiteCraft%20SA%20here.%20I%20noticed%20a%20lot%20of%20Khayelitsha%20clinic%20businesses%20aren%27t%20easy%20to%20find%20on%20Google%20%E2%80%94%20so%20I%20built%20you%20a%20FREE%20sample%20site%20to%20show%20what%27s%20possible%3A%20https%3A//thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-site-b-youth-clinic.html%0ANo%20catch%2C%20just%20proof.%20If%20you%20like%20it%2C%20the%20real%20version%20is%20R1%2C500%20setup%20%2B%20R450/month%20and%20comes%20WhatsApp-ready.%20Want%20it%20to%20be%20yours%3F%20Reply%20SITECRAFT.,pending
Khayelitsha,Wellness Hub 1,clinic,,https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-wellness-hub-1.html,"Hi Wellness Hub 1 👋 Thabang from SiteCraft SA here. I noticed a lot of Khayelitsha clinic businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-wellness-hub-1.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",,no_phone
Khayelitsha,Ackermans,clothes,,https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-ackermans.html,"Hi Ackermans 👋 Thabang from SiteCraft SA here. I noticed a lot of Khayelitsha clothes businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-ackermans.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",,no_phone
Khayelitsha,China Clothing Shop,clothes,,https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-china-clothing-shop.html,"Hi China Clothing Shop 👋 Thabang from SiteCraft SA here. I noticed a lot of Khayelitsha clothes businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-china-clothing-shop.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",,no_phone
Khayelitsha,Jet,clothes,,https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-jet.html,"Hi Jet 👋 Thabang from SiteCraft SA here. I noticed a lot of Khayelitsha clothes businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-jet.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",,no_phone
Khayelitsha,Mr Price,clothes,,https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-mr-price.html,"Hi Mr Price 👋 Thabang from SiteCraft SA here. I noticed a lot of Khayelitsha clothes businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-mr-price.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",,no_phone
Khayelitsha,PEP,clothes,+27 21 904 1422,https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-pep.html,"Hi PEP 👋 Thabang from SiteCraft SA here. I noticed a lot of Khayelitsha clothes businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-pep.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",https://wa.me/27219041422?text=Hi%20PEP%20%F0%9F%91%8B%20Thabang%20from%20SiteCraft%20SA%20here.%20I%20noticed%20a%20lot%20of%20Khayelitsha%20clothes%20businesses%20aren%27t%20easy%20to%20find%20on%20Google%20%E2%80%94%20so%20I%20built%20you%20a%20FREE%20sample%20site%20to%20show%20what%27s%20possible%3A%20https%3A//thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-pep.html%0ANo%20catch%2C%20just%20proof.%20If%20you%20like%20it%2C%20the%20real%20version%20is%20R1%2C500%20setup%20%2B%20R450/month%20and%20comes%20WhatsApp-ready.%20Want%20it%20to%20be%20yours%3F%20Reply%20SITECRAFT.,pending
Khayelitsha,PEP,clothes,+27 21 904 2370,https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-pep.html,"Hi PEP 👋 Thabang from SiteCraft SA here. I noticed a lot of Khayelitsha clothes businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-pep.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",https://wa.me/27219042370?text=Hi%20PEP%20%F0%9F%91%8B%20Thabang%20from%20SiteCraft%20SA%20here.%20I%20noticed%20a%20lot%20of%20Khayelitsha%20clothes%20businesses%20aren%27t%20easy%20to%20find%20on%20Google%20%E2%80%94%20so%20I%20built%20you%20a%20FREE%20sample%20site%20to%20show%20what%27s%20possible%3A%20https%3A//thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-pep.html%0ANo%20catch%2C%20just%20proof.%20If%20you%20like%20it%2C%20the%20real%20version%20is%20R1%2C500%20setup%20%2B%20R450/month%20and%20comes%20WhatsApp-ready.%20Want%20it%20to%20be%20yours%3F%20Reply%20SITECRAFT.,pending
Khayelitsha,Bonjour,convenience,,https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-bonjour.html,"Hi Bonjour 👋 Thabang from SiteCraft SA here. I noticed a lot of Khayelitsha convenience businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-bonjour.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",,no_phone
Khayelitsha,Madontsela Shop,convenience,,https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-madontsela-shop.html,"Hi Madontsela Shop 👋 Thabang from SiteCraft SA here. I noticed a lot of Khayelitsha convenience businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-madontsela-shop.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",,no_phone
Khayelitsha,Pick n Pay Express,convenience,+27 21 901 0191,https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-pick-n-pay-express.html,"Hi Pick n Pay Express 👋 Thabang from SiteCraft SA here. I noticed a lot of Khayelitsha convenience businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-pick-n-pay-express.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",https://wa.me/27219010191?text=Hi%20Pick%20n%20Pay%20Express%20%F0%9F%91%8B%20Thabang%20from%20SiteCraft%20SA%20here.%20I%20noticed%20a%20lot%20of%20Khayelitsha%20convenience%20businesses%20aren%27t%20easy%20to%20find%20on%20Google%20%E2%80%94%20so%20I%20built%20you%20a%20FREE%20sample%20site%20to%20show%20what%27s%20possible%3A%20https%3A//thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-pick-n-pay-express.html%0ANo%20catch%2C%20just%20proof.%20If%20you%20like%20it%2C%20the%20real%20version%20is%20R1%2C500%20setup%20%2B%20R450/month%20and%20comes%20WhatsApp-ready.%20Want%20it%20to%20be%20yours%3F%20Reply%20SITECRAFT.,pending
Khayelitsha,Quickshop,convenience,,https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-quickshop.html,"Hi Quickshop 👋 Thabang from SiteCraft SA here. I noticed a lot of Khayelitsha convenience businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-quickshop.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",,no_phone
Khayelitsha,Red Sea Shop,convenience,,https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-red-sea-shop.html,"Hi Red Sea Shop 👋 Thabang from SiteCraft SA here. I noticed a lot of Khayelitsha convenience businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-red-sea-shop.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",,no_phone
Khayelitsha,Key and Lock Service,doityourself,,https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-key-and-lock-service.html,"Hi Key and Lock Service 👋 Thabang from SiteCraft SA here. I noticed a lot of Khayelitsha doityourself businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-key-and-lock-service.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",,no_phone
Khayelitsha,Educare Centre,educational_institution,,https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-educare-centre.html,"Hi Educare Centre 👋 Thabang from SiteCraft SA here. I noticed a lot of Khayelitsha educational_institution businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-educare-centre.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",,no_phone
Khayelitsha,Cheap Cheap Cellular Repair,electronics,,https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-cheap-cheap-cellular-repair.html,"Hi Cheap Cheap Cellular Repair 👋 Thabang from SiteCraft SA here. I noticed a lot of Khayelitsha electronics businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-cheap-cheap-cellular-repair.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",,no_phone
Khayelitsha,OJ Refrigeration Sales and Repair,electronics,,https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-oj-refrigeration-sales-and-r.html,"Hi OJ Refrigeration Sales and Repair 👋 Thabang from SiteCraft SA here. I noticed a lot of Khayelitsha electronics businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-oj-refrigeration-sales-and-r.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",,no_phone
Khayelitsha,Braii place,fast_food,,https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-braii-place.html,"Hi Braii place 👋 Thabang from SiteCraft SA here. I noticed a lot of Khayelitsha fast_food businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-braii-place.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",,no_phone
Khayelitsha,Fish & Chips,fast_food,,https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-fish-chips.html,"Hi Fish & Chips 👋 Thabang from SiteCraft SA here. I noticed a lot of Khayelitsha fast_food businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-fish-chips.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",,no_phone
Khayelitsha,God's Grace Takeaway,fast_food,,https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-god-s-grace-takeaway.html,"Hi God's Grace Takeaway 👋 Thabang from SiteCraft SA here. I noticed a lot of Khayelitsha fast_food businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-god-s-grace-takeaway.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",,no_phone
Khayelitsha,Hungry Lion,fast_food,,https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-hungry-lion.html,"Hi Hungry Lion 👋 Thabang from SiteCraft SA here. I noticed a lot of Khayelitsha fast_food businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-hungry-lion.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",,no_phone
Khayelitsha,Sino's Takeaway,fast_food,,https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-sino-s-takeaway.html,"Hi Sino's Takeaway 👋 Thabang from SiteCraft SA here. I noticed a lot of Khayelitsha fast_food businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-sino-s-takeaway.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",,no_phone
Khayelitsha,Astron Energy,fuel,+27 21 909 6449,https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-astron-energy.html,"Hi Astron Energy 👋 Thabang from SiteCraft SA here. I noticed a lot of Khayelitsha fuel businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-astron-energy.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",https://wa.me/27219096449?text=Hi%20Astron%20Energy%20%F0%9F%91%8B%20Thabang%20from%20SiteCraft%20SA%20here.%20I%20noticed%20a%20lot%20of%20Khayelitsha%20fuel%20businesses%20aren%27t%20easy%20to%20find%20on%20Google%20%E2%80%94%20so%20I%20built%20you%20a%20FREE%20sample%20site%20to%20show%20what%27s%20possible%3A%20https%3A//thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-astron-energy.html%0ANo%20catch%2C%20just%20proof.%20If%20you%20like%20it%2C%20the%20real%20version%20is%20R1%2C500%20setup%20%2B%20R450/month%20and%20comes%20WhatsApp-ready.%20Want%20it%20to%20be%20yours%3F%20Reply%20SITECRAFT.,pending
Khayelitsha,Astron Energy,fuel,+27 21 904 2814,https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-astron-energy.html,"Hi Astron Energy 👋 Thabang from SiteCraft SA here. I noticed a lot of Khayelitsha fuel businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-astron-energy.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",https://wa.me/27219042814?text=Hi%20Astron%20Energy%20%F0%9F%91%8B%20Thabang%20from%20SiteCraft%20SA%20here.%20I%20noticed%20a%20lot%20of%20Khayelitsha%20fuel%20businesses%20aren%27t%20easy%20to%20find%20on%20Google%20%E2%80%94%20so%20I%20built%20you%20a%20FREE%20sample%20site%20to%20show%20what%27s%20possible%3A%20https%3A//thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-astron-energy.html%0ANo%20catch%2C%20just%20proof.%20If%20you%20like%20it%2C%20the%20real%20version%20is%20R1%2C500%20setup%20%2B%20R450/month%20and%20comes%20WhatsApp-ready.%20Want%20it%20to%20be%20yours%3F%20Reply%20SITECRAFT.,pending
Khayelitsha,Astron Energy,fuel,+27 21 361 7657,https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-astron-energy.html,"Hi Astron Energy 👋 Thabang from SiteCraft SA here. I noticed a lot of Khayelitsha fuel businesses aren't easy to find on Google — so I built you a FREE sample site to show what's possible: https://thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-astron-energy.html
No catch, just proof. If you like it, the real version is R1,500 setup + R450/month and comes WhatsApp-ready. Want it to be yours? Reply SITECRAFT.",https://wa.me/27213617657?text=Hi%20Astron%20Energy%20%F0%9F%91%8B%20Thabang%20from%20SiteCraft%20SA%20here.%20I%20noticed%20a%20lot%20of%20Khayelitsha%20fuel%20businesses%20aren%27t%20easy%20to%20find%20on%20Google%20%E2%80%94%20so%20I%20built%20you%20a%20FREE%20sample%20site%20to%20show%20what%27s%20possible%3A%20https%3A//thabs1234.github.io/sitecraft-sa/samples/townships/khayelitsha-astron-energy.html%0ANo%20catch%2C%20just%20proof.%20If%20you%20like%20it%2C%20the%20real%20version%20is%20R1%2C500%20setup%20%2B%20R450/month%20and%20comes%20WhatsApp-ready.%20Want%20it%20to%20be%20yours%3F%20Reply%20SITECRAFT.,pending
